msa_file,tree,seq_len,execution_time_seconds,cpu_time_seconds,peak_ram_mb,taxa_count
BB12015,UPGMA,522,0.215355000000045,0.203125,0.01953125,12
BB12015,NJ,522,0.2085928999999851,0.203125,0.01953125,12
BB12015,ML,522,1.9111437999999907,2.109375,0.0234375,12
BB12015,MP,522,2.9156573000000208,2.921875,0.02734375,12
BB12016,UPGMA,1229,0.0752488000000539,0.0625,0.01953125,5
BB12016,NJ,1229,0.0691910999998981,0.0625,0.01953125,5
BB12016,ML,1229,0.4094437999999627,0.578125,0.01953125,5
BB12016,MP,1229,0.4886690999999246,0.484375,0.015625,5
BB12017,UPGMA,586,0.1357577000001129,0.125,0.01953125,7
BB12017,NJ,586,0.1304293000000598,0.125,0.01953125,7
BB12017,ML,586,0.8409504000001107,1.03125,0.0234375,7
BB12017,MP,586,0.6239837999999054,0.625,0.01953125,7
BB12018,UPGMA,984,0.0714958999999453,0.0625,0.01953125,4
BB12018,NJ,984,0.0655074999999669,0.0625,0.01953125,4
BB12018,ML,984,0.1986601999999493,0.328125,0.01953125,4
BB12018,MP,984,0.1153265000000374,0.125,0.01953125,4
BB12019,UPGMA,832,0.0975223000000369,0.078125,0.01953125,5
BB12019,NJ,832,0.0912732000001597,0.09375,0.01953125,5
BB12019,ML,832,0.5852658000001156,0.78125,0.0234375,5
BB12019,MP,832,0.3614658999999847,0.34375,0.015625,5
BB12020,UPGMA,141,0.0180995000000621,0.0,0.01953125,4
BB12020,NJ,141,0.0126371000001199,0.0,0.01953125,4
BB12020,ML,141,0.087085800000068,0.15625,0.01953125,4
BB12020,MP,141,0.0197256999999808,0.03125,0.01953125,4
BB12021,UPGMA,88,0.0234675000001516,0.03125,0.01953125,6
BB12021,NJ,88,0.0176589000000149,0.015625,0.01953125,6
BB12021,ML,88,0.1532457000000704,0.265625,0.01953125,6
BB12021,MP,88,0.050613500000054,0.078125,0.015625,6
BB20001,UPGMA,780,0.5388468000001012,0.53125,0.01953125,16
BB20001,NJ,780,0.5388597999999547,0.53125,0.01953125,16
BB20001,ML,780,5.257378300000028,5.484375,0.09375,16
BB20001,MP,780,11.145696000000044,11.125,0.10546875,16
BB20004,UPGMA,903,12.682412999999997,12.6875,0.02734375,55
BB20004,NJ,903,12.73021689999996,12.734375,0.01953125,55
BB20004,ML,903,34.1404857,34.328125,0.0234375,55
BB20004,MP,903,422.35571260000006,421.671875,3.203125,55
BB20007,UPGMA,515,1.3600768999999673,1.34375,0.0234375,23
BB20007,NJ,515,1.3698567000001276,1.359375,0.01953125,23
BB20007,ML,515,6.289015900000322,6.5,1.234375,23
BB20007,MP,515,18.959905400000025,18.890625,0.01953125,23
BB20014,UPGMA,929,11.8847394000004,11.890625,0.05078125,65
BB20014,NJ,929,11.56482479999977,11.53125,0.01953125,65
BB20014,ML,929,67.99484429999984,68.171875,0.125,65
BB20014,MP,929,1012.4965493,1011.21875,3.04296875,65
BB30001,UPGMA,949,46.44127750000007,46.390625,0.87890625,116
BB30001,NJ,949,47.04992149999998,47.046875,0.02734375,116
BB30001,ML,949,101.13929110000026,101.3125,5.8359375,116
BB30001,MP,949,2175.9895981,2175.09375,14.68359375,116
BB30002,UPGMA,1019,3.435813600000074,3.4375,0.01953125,31
BB30002,NJ,1019,3.4532466999999087,3.453125,0.01953125,31
BB30002,ML,1019,17.012578900000335,17.203125,0.07421875,31
BB30002,MP,1019,56.4573735999993,56.390625,0.03515625,31
BB30003,UPGMA,709,55.89829959999952,55.875,0.01953125,142
BB30003,NJ,709,56.60467040000003,56.59375,0.01953125,142
BB30003,ML,709,142.36697650000042,142.5625,1.6328125,142
BB30003,MP,709,4960.584143100001,4958.765624999999,19.9765625,142
BB40008,UPGMA,805,0.4223640000000159,0.40625,0.01953125,12
BB40008,NJ,805,0.4225385000008828,0.421875,0.01953125,12
BB40008,ML,805,3.4379583000009006,3.59375,0.5,12
BB40008,MP,805,5.09770430000026,5.078125,0.01953125,12
BB40011,UPGMA,2013,7.116443100001561,7.078125,0.01953125,39
BB40011,NJ,2013,7.059161199998925,7.046875,0.01953125,39
BB40011,ML,2013,77.63124020000032,77.82812500000091,0.05078125,39
BB40011,MP,2013,488.2507280000009,487.390625,0.01953125,39
BB40049,UPGMA,3569,34.22620090000055,34.171875,0.03515625,62
BB40049,NJ,3569,34.599856299999374,34.578125,0.01953125,62
BB40049,ML,3569,214.4928607999991,214.6875,0.72265625,62
BB50002,UPGMA,1277,0.5468412999998691,0.546875,0.16015625,13
BB50002,NJ,1277,0.5447211999999126,0.546875,0.03125,13
BB50002,ML,1277,5.0790952000006655,5.28125,6.55859375,13
BB50002,MP,1277,17.160269400001198,17.078125,0.76171875,13
BB50005,UPGMA,958,0.4865199000014399,0.484375,0.01953125,11
BB50005,NJ,958,0.487768999999389,0.484375,0.01953125,11
BB50005,ML,958,2.8563104000004387,3.046875,0.22265625,11
BB50005,MP,958,2.050838900000599,2.046875,0.01953125,11
BB50013,UPGMA,386,0.5662731000011263,0.5625,0.0234375,18
BB50013,NJ,386,0.5668353000000934,0.5625,0.01953125,18
BB50013,ML,386,3.5363982999988366,3.71875,0.96484375,18
BB50013,MP,386,5.30636819999927,5.296875,0.0234375,18
BBS50012,UPGMA,760,5.866382399999566,5.828125,0.43359375,49
BBS50012,NJ,760,6.00180200000068,5.984375,0.0234375,49
BBS50012,ML,760,22.89067740000064,23.09375,4.9921875,49
HKY_low_100_100,UPGMA,100,,6.0,0.41796875,100
HKY_low_100_100,NJ,100,,6.234375,0.0390625,100
HKY_low_100_100,ML,100,,9.140625,6.77734375,100
HKY_low_100_1000,UPGMA,1000,,58.046875,0.0390625,100
HKY_low_100_1000,NJ,1000,,58.28125,0.01953125,100
HKY_low_100_1000,ML,1000,,38.984375,1.6328125,100
HKY_low_100_250,UPGMA,250,,14.4375,0.01953125,100
HKY_low_100_250,NJ,250,,14.734375,0.01953125,100
HKY_low_100_250,ML,250,,11.578125,0.1875,100
HKY_low_100_50,UPGMA,50,,3.109375,0.01953125,100
HKY_low_100_50,NJ,50,,3.390625,0.01953125,100
HKY_low_100_50,ML,50,,22.140625,0.0234375,100
HKY_low_100_500,UPGMA,500,,29.015625,0.01953125,100
HKY_low_100_500,NJ,500,,29.25,0.04296875,100
HKY_low_100_500,ML,500,,21.0,0.546875,100
HKY_low_10_100,UPGMA,100,,0.0625,0.01953125,10
HKY_low_10_100,NJ,100,,0.046875,0.015625,10
HKY_low_10_100,ML,100,,0.296875,0.015625,10
HKY_low_10_1000,UPGMA,1000,,0.546875,0.01953125,10
HKY_low_10_1000,NJ,1000,,0.53125,0.01953125,10
HKY_low_10_1000,ML,1000,,0.78125,0.015625,10
HKY_low_10_250,UPGMA,250,,0.125,0.01953125,10
HKY_low_10_250,NJ,250,,0.140625,0.01953125,10
HKY_low_10_250,ML,250,,0.4375,0.01953125,10
HKY_low_10_50,UPGMA,50,,0.03125,0.01953125,10
HKY_low_10_50,NJ,50,,0.03125,0.01953125,10
HKY_low_10_50,ML,50,,0.359375,0.015625,10
HKY_low_10_500,UPGMA,500,,0.28125,0.01953125,10
HKY_low_10_500,NJ,500,,0.28125,0.01953125,10
HKY_low_10_500,ML,500,,0.609375,0.01953125,10
HKY_low_250_100,UPGMA,100,,40.46875,0.84765625,250
HKY_low_250_100,NJ,100,,43.765625,0.01953125,250
HKY_low_250_100,ML,100,,71.40625,0.015625,250
HKY_low_250_250,UPGMA,250,,92.71875,0.08203125,250
HKY_low_250_250,NJ,250,,97.484375,0.0703125,250
HKY_low_250_250,ML,250,,168.265625,0.421875,250
HKY_low_250_50,UPGMA,50,,21.390625,0.01953125,250
HKY_low_250_50,NJ,50,,25.5625,0.01953125,250
HKY_low_250_50,ML,50,,76.625,0.0234375,250
HKY_low_500_50,UPGMA,50,,101.515625,4.4453125,500
HKY_low_500_50,NJ,50,,135.21875,2.18359375,500
HKY_low_500_50,ML,50,,336.265625,2.15625,500
HKY_low_50_100,UPGMA,100,,1.46875,0.01953125,50
HKY_low_50_100,NJ,100,,1.484375,0.01953125,50
HKY_low_50_100,ML,100,,2.375,0.625,50
HKY_low_50_1000,UPGMA,1000,,14.234375,0.015625,50
HKY_low_50_1000,NJ,1000,,14.34375,0.015625,50
HKY_low_50_1000,ML,1000,,10.921875,0.12109375,50
HKY_low_50_250,UPGMA,250,,3.546875,0.01953125,50
HKY_low_50_250,NJ,250,,3.578125,0.01953125,50
HKY_low_50_250,ML,250,,3.703125,0.03515625,50
HKY_low_50_50,UPGMA,50,,0.734375,0.01953125,50
HKY_low_50_50,NJ,50,,0.78125,0.01953125,50
HKY_low_50_50,ML,50,,2.140625,0.01953125,50
HKY_low_50_500,UPGMA,500,,7.09375,0.01953125,50
HKY_low_50_500,NJ,500,,7.140625,0.01953125,50
HKY_low_50_500,ML,500,,6.203125,0.03125,50
JC_high_100_100,UPGMA,430,,11.515625,0.02734375,100
JC_high_100_100,NJ,430,,11.75,0.015625,100
JC_high_100_100,UPGMA,430,,11.546875,0.55859375,100
JC_high_100_100,NJ,430,,11.90625,0.015625,100
JC_high_100_100,ML,430,,66.078125,7.1640625,100
JC_high_100_100,MP,430,,1578.953125,11.01171875,100
JC_high_100_250,UPGMA,934,,25.515625,0.0234375,100
JC_high_100_250,NJ,934,,25.625,0.01953125,100
JC_high_100_250,ML,934,,158.734375,1.25,100
JC_high_100_250,MP,934,,3240.984375,8.015625,100
JC_high_100_50,UPGMA,233,,6.203125,0.02734375,100
JC_high_100_50,NJ,233,,6.421875,0.01953125,100
JC_high_100_50,ML,233,,53.4375,0.625,100
JC_high_100_50,MP,233,,646.9374999999991,7.015625,100
JC_high_100_500,UPGMA,1995,,53.828125,0.015625,100
JC_high_100_500,NJ,1995,,54.203125,0.01953125,100
JC_high_100_500,ML,1995,,172.2343750000009,0.078125,100
JC_high_100_500,MP,1995,,9071.4375,6.0234375,100
JC_high_10_100,UPGMA,164,,0.0625,0.01953125,10
JC_high_10_100,NJ,164,,0.0625,0.015625,10
JC_high_10_100,ML,164,,0.734375,0.19921875,10
JC_high_10_100,MP,164,,0.703125,0.01953125,10
JC_high_10_1000,UPGMA,1360,,0.546875,0.015625,10
JC_high_10_1000,NJ,1360,,0.53125,0.01953125,10
JC_high_10_1000,ML,1360,,2.09375,0.69140625,10
JC_high_10_1000,MP,1360,,11.71875,0.01953125,10
JC_high_10_250,UPGMA,344,,0.125,0.01953125,10
JC_high_10_250,NJ,344,,0.140625,0.015625,10
JC_high_10_250,ML,344,,1.375,0.0703125,10
JC_high_10_250,MP,344,,1.03125,0.01953125,10
JC_high_10_50,UPGMA,57,,0.03125,0.01953125,10
JC_high_10_50,NJ,57,,0.03125,0.01953125,10
JC_high_10_50,ML,57,,0.5,0.0234375,10
JC_high_10_50,MP,57,,0.140625,0.01953125,10
JC_high_10_500,UPGMA,662,,0.265625,0.01953125,10
JC_high_10_500,NJ,662,,0.28125,0.01953125,10
JC_high_10_500,ML,662,,1.71875,0.02734375,10
JC_high_10_500,MP,662,,1.109375,0.01953125,10
JC_high_250_100,UPGMA,1370,,181.390625,0.01953125,250
JC_high_250_100,NJ,1370,,185.703125,0.01953125,250
JC_high_250_100,ML,1370,,551.1718749999982,0.13671875,250
JC_low_100_100,UPGMA,100,,5.875,0.54296875,100
JC_low_100_100,NJ,100,,6.125,0.03515625,100
JC_low_100_100,ML,100,,6.03125,6.46875,100
JC_low_100_100,MP,100,,23.375,10.390625,100
JC_low_100_250,UPGMA,250,,14.3125,0.03125,100
JC_low_100_250,NJ,250,,14.625,0.01953125,100
JC_low_100_250,ML,250,,10.765625,1.84765625,100
JC_low_100_250,MP,250,,35.421875,8.09375,100
JC_low_100_50,UPGMA,50,,3.046875,0.01953125,100
JC_low_100_50,NJ,50,,3.3125,0.01953125,100
JC_low_100_50,ML,50,,5.6875,0.03515625,100
JC_low_100_50,MP,50,,39.78125,7.984375,100
JC_low_100_500,UPGMA,500,,28.4375,0.01953125,100
JC_low_100_500,NJ,500,,28.6875,0.01953125,100
JC_low_100_500,ML,500,,19.34375,0.04296875,100
JC_low_100_500,MP,500,,70.296875,7.2734375,100
JC_low_10_100,UPGMA,100,,0.078125,0.01953125,10
JC_low_10_100,NJ,100,,0.0625,0.01953125,10
JC_low_10_100,ML,100,,0.265625,0.02734375,10
JC_low_10_100,MP,100,,0.109375,0.015625,10
JC_low_10_1000,UPGMA,1000,,0.515625,0.01953125,10
JC_low_10_1000,NJ,1000,,0.53125,0.015625,10
JC_low_10_1000,ML,1000,,0.703125,0.01953125,10
JC_low_10_1000,MP,1000,,0.96875,0.01953125,10
JC_low_10_250,UPGMA,250,,0.140625,0.01953125,10
JC_low_10_250,NJ,250,,0.125,0.01953125,10
JC_low_10_250,ML,250,,0.390625,0.01953125,10
JC_low_10_250,MP,250,,0.25,0.01953125,10
JC_low_10_50,UPGMA,50,,0.03125,0.01953125,10
JC_low_10_50,NJ,50,,0.03125,0.01953125,10
JC_low_10_50,ML,50,,0.28125,0.01953125,10
JC_low_10_50,MP,50,,0.0625,0.01953125,10
JC_low_10_500,UPGMA,500,,0.25,0.01953125,10
JC_low_10_500,NJ,500,,0.25,0.015625,10
JC_low_10_500,ML,500,,0.484375,0.01953125,10
JC_low_10_500,MP,500,,0.484375,0.01953125,10
JC_low_50_100,UPGMA,100,,1.421875,0.01953125,50
JC_low_50_100,NJ,100,,1.46875,0.01953125,50
JC_low_50_100,ML,100,,2.09375,0.01953125,50
JC_low_50_100,MP,100,,5.625,1.015625,50
JC_low_50_1000,UPGMA,1000,,14.0625,0.015625,50
JC_low_50_1000,NJ,1000,,14.078125,0.01953125,50
JC_low_50_1000,ML,1000,,10.65625,0.01953125,50
JC_low_50_1000,MP,1000,,33.8125,0.546875,50
JC_low_50_250,UPGMA,250,,3.515625,0.01953125,50
JC_low_50_250,NJ,250,,3.5625,0.01953125,50
JC_low_50_250,ML,250,,3.453125,0.02734375,50
JC_low_50_250,MP,250,,8.5,0.55859375,50
JC_low_50_50,UPGMA,50,,0.734375,0.01953125,50
JC_low_50_50,NJ,50,,0.765625,0.01953125,50
JC_low_50_50,ML,50,,1.65625,0.01953125,50
JC_low_50_50,MP,50,,6.234375,0.48046875,50
JC_low_50_500,UPGMA,500,,7.015625,0.01953125,50
JC_low_50_500,NJ,500,,7.015625,0.01953125,50
JC_low_50_500,ML,500,,5.90625,0.7578125,50
JC_low_50_500,MP,500,,17.0,0.01953125,50
HKY_high_150_1000,UPGMA,6550,,347.984375,3.23828125,150
HKY_high_150_1000,NJ,6550,,349.546875,0.078125,150
HKY_high_20_1000,UPGMA,1590,,2.484375,0.32421875,20
HKY_high_20_1000,NJ,1590,,2.5,0.0234375,20
HKY_high_20_1000,ML,1590,,14.296875,7.6953125,20
HKY_high_20_2000,UPGMA,3457,,5.171875,0.0234375,20
HKY_high_20_2000,NJ,3457,,5.171875,0.0234375,20
HKY_high_20_2000,ML,3457,,10.171875,1.88671875,20
HKY_high_20_50,UPGMA,104,,0.15625,0.05859375,20
HKY_high_20_50,NJ,104,,0.15625,0.01953125,20
HKY_high_20_50,ML,104,,1.953125,0.4921875,20
HKY_high_20_500,UPGMA,864,,1.296875,0.01953125,20
HKY_high_20_500,NJ,864,,1.296875,0.01953125,20
HKY_high_20_500,ML,864,,11.1875,0.921875,20
HKY_high_35_1000,UPGMA,2108,,8.890625,0.0234375,35
HKY_high_35_1000,NJ,2108,,8.953125,0.01953125,35
HKY_high_35_1000,ML,2108,,24.890625,1.5859375,35
HKY_high_35_2000,UPGMA,4228,,17.9375,0.02734375,35
HKY_high_35_2000,NJ,4228,,17.890625,0.01953125,35
HKY_high_35_2000,ML,4228,,65.5625,0.8046875,35
HKY_high_35_50,UPGMA,125,,0.515625,0.0234375,35
HKY_high_35_50,NJ,125,,0.515625,0.01953125,35
HKY_high_35_50,ML,125,,7.125,0.8984375,35
HKY_high_35_500,UPGMA,1046,,4.40625,0.01953125,35
HKY_high_35_500,NJ,1046,,4.4375,0.015625,35
HKY_high_35_500,ML,1046,,15.078125,1.82421875,35
HKY_high_75_1000,UPGMA,3252,,52.984375,0.01953125,75
HKY_high_75_1000,NJ,3252,,53.0,0.046875,75
HKY_high_75_1000,ML,3252,,120.671875,0.01953125,75
HKY_high_75_2000,UPGMA,6457,,103.71875,0.60546875,75
HKY_high_75_2000,NJ,6457,,103.96875,0.05078125,75
HKY_high_75_2000,ML,6457,,149.015625,2.4921875,75
HKY_high_75_50,UPGMA,143,,2.59375,0.01953125,75
HKY_high_75_50,NJ,143,,2.671875,0.015625,75
HKY_high_75_50,ML,143,,32.828125,0.6796875,75
HKY_high_75_500,UPGMA,1585,,25.578125,0.05859375,75
HKY_high_75_500,NJ,1585,,25.6875,0.01953125,75
HKY_high_75_500,ML,1585,,106.8125,0.875,75
HKY_low_20_1000,UPGMA,1000,,2.171875,0.015625,20
HKY_low_20_1000,NJ,1000,,2.1875,0.01953125,20
HKY_low_20_1000,ML,1000,,2.453125,0.23828125,20
HKY_low_20_2000,UPGMA,2000,,4.328125,0.01953125,20
HKY_low_20_2000,NJ,2000,,4.328125,0.01953125,20
HKY_low_20_2000,ML,2000,,4.359375,0.01953125,20
HKY_low_20_50,UPGMA,50,,0.109375,0.01953125,20
HKY_low_20_50,NJ,50,,0.125,0.01953125,20
HKY_low_20_50,ML,50,,0.640625,0.01953125,20
HKY_low_20_500,UPGMA,500,,1.09375,0.015625,20
HKY_low_20_500,NJ,500,,1.109375,0.01953125,20
HKY_low_20_500,ML,500,,1.5,0.01953125,20
HKY_low_35_1000,UPGMA,1000,,6.8125,0.01953125,35
HKY_low_35_1000,NJ,1000,,6.828125,0.01953125,35
HKY_low_35_1000,ML,1000,,5.890625,1.8359375,35
HKY_low_35_2000,UPGMA,2000,,13.546875,0.01953125,35
HKY_low_35_2000,NJ,2000,,13.625,0.015625,35
HKY_low_35_2000,ML,2000,,11.203125,1.734375,35
HKY_low_35_50,UPGMA,50,,0.34375,0.01953125,35
HKY_low_35_50,NJ,50,,0.359375,0.01953125,35
HKY_low_35_50,ML,50,,1.171875,0.01953125,35
HKY_low_35_500,UPGMA,500,,3.390625,0.01953125,35
HKY_low_35_500,NJ,500,,3.4375,0.01953125,35
HKY_low_35_500,ML,500,,3.359375,0.01953125,35
HKY_low_75_1000,UPGMA,1000,,31.796875,0.015625,75
HKY_low_75_1000,NJ,1000,,31.921875,0.01953125,75
HKY_low_75_1000,ML,1000,,23.046875,0.02734375,75
HKY_low_75_2000,UPGMA,2000,,63.953125,0.01953125,75
HKY_low_75_2000,NJ,2000,,64.5,0.01953125,75
HKY_low_75_2000,ML,2000,,43.453125,0.01953125,75
HKY_low_75_50,UPGMA,50,,1.703125,0.05859375,75
HKY_low_75_50,NJ,50,,1.828125,0.01953125,75
HKY_low_75_50,ML,50,,6.0,0.5625,75
HKY_low_75_500,UPGMA,500,,16.1875,0.015625,75
HKY_low_75_500,NJ,500,,16.1875,0.01953125,75
HKY_low_75_500,ML,500,,12.375,0.8125,75
JC_high_20_1000,UPGMA,1637,,2.5,0.01953125,20
JC_high_20_1000,NJ,1637,,2.484375,0.015625,20
JC_high_20_1000,ML,1637,,14.28125,0.328125,20
JC_high_20_2000,UPGMA,3344,,5.0625,0.015625,20
JC_high_20_2000,NJ,3344,,5.046875,0.01953125,20
JC_high_20_2000,ML,3344,,35.234375,0.453125,20
JC_high_20_50,UPGMA,67,,0.125,0.01953125,20
JC_high_20_50,NJ,67,,0.109375,0.01953125,20
JC_high_20_50,ML,67,,1.59375,0.0234375,20
JC_high_20_500,UPGMA,831,,1.28125,0.01953125,20
JC_high_20_500,NJ,831,,1.28125,0.01953125,20
JC_high_20_500,ML,831,,9.75,0.03125,20
JC_high_35_1000,UPGMA,2073,,8.953125,0.07421875,35
JC_high_35_1000,NJ,2073,,8.859375,0.015625,35
JC_high_35_1000,ML,2073,,23.484375,3.1171875,35
JC_high_35_2000,UPGMA,4062,,17.21875,0.01953125,35
JC_high_35_2000,NJ,4062,,17.65625,0.01953125,35
JC_high_35_2000,ML,4062,,64.515625,0.16796875,35
JC_high_35_50,UPGMA,94,,0.453125,0.0625,35
JC_high_35_50,NJ,94,,0.453125,0.01953125,35
JC_high_35_50,ML,94,,3.25,0.70703125,35
JC_high_35_500,UPGMA,989,,4.234375,0.01953125,35
JC_high_35_500,NJ,989,,4.21875,0.01953125,35
JC_high_35_500,ML,989,,23.75,1.75390625,35
JC_high_75_1000,UPGMA,3238,,52.984375,0.0234375,75
JC_high_75_1000,NJ,3238,,53.328125,0.01953125,75
JC_high_75_1000,ML,3238,,110.78125,0.01953125,75
JC_high_75_2000,UPGMA,6157,,101.59375,0.5234375,75
JC_high_75_2000,NJ,6157,,101.359375,0.01953125,75
JC_high_75_2000,ML,6157,,548.828125,2.49609375,75
JC_high_75_50,UPGMA,199,,3.296875,0.0625,75
JC_high_75_50,NJ,199,,3.421875,0.01953125,75
JC_high_75_50,ML,199,,20.375,0.41015625,75
JC_high_75_500,UPGMA,1594,,27.46875,0.03125,75
JC_high_75_500,NJ,1594,,27.703125,0.01953125,75
JC_high_75_500,ML,1594,,88.140625,1.6328125,75
JC_low_20_1000,UPGMA,1000,,2.296875,0.015625,20
JC_low_20_1000,NJ,1000,,2.296875,0.01953125,20
JC_low_20_1000,ML,1000,,2.640625,0.01953125,20
JC_low_20_2000,UPGMA,2000,,4.609375,0.015625,20
JC_low_20_2000,NJ,2000,,4.578125,0.01953125,20
JC_low_20_2000,ML,2000,,4.265625,0.703125,20
JC_low_20_50,UPGMA,50,,0.125,0.01953125,20
JC_low_20_50,NJ,50,,0.125,0.01953125,20
JC_low_20_50,ML,50,,0.828125,0.01953125,20
JC_low_20_500,UPGMA,500,,1.15625,0.015625,20
JC_low_20_500,NJ,500,,1.15625,0.015625,20
JC_low_20_500,ML,500,,1.671875,0.01953125,20
JC_low_35_1000,UPGMA,1000,,7.140625,0.01953125,35
JC_low_35_1000,NJ,1000,,7.1875,0.01953125,35
JC_low_35_1000,ML,1000,,6.171875,0.11328125,35
JC_low_35_2000,UPGMA,2000,,14.4375,0.01953125,35
JC_low_35_2000,NJ,2000,,14.40625,0.01953125,35
JC_low_35_2000,ML,2000,,11.390625,1.01171875,35
JC_low_35_50,UPGMA,50,,0.375,0.01953125,35
