file_id,protein_data_json
BB11001,[]
BB11002,[]
BB11003,[]
BB11004,[]
BB11005,[]
BB11006,[]
BB11007,[]
BB11008,[]
BB11009,[]
BB11010,[]
BB11011,[]
BB11012,[]
BB11013,[]
BB11014,[]
BB11015,[]
BB11016,[]
BB11017,[]
BB11018,[]
BB11019,[]
BB11020,[]
BB11021,[]
BB11022,[]
BB11023,[]
BB11024,[]
BB11025,[]
BB11026,[]
BB11027,[]
BB11028,[]
BB11029,[]
BB11030,[]
BB11031,[]
BB11032,[]
BB11033,[]
BB11034,[]
BB11035,[]
BB11036,[]
BB11037,[]
BB11038,[]
BBS11001,[]
BBS11002,[]
BBS11003,[]
BBS11004,[]
BBS11005,[]
BBS11006,[]
BBS11007,[]
BBS11008,[]
BBS11009,[]
BBS11010,[]
BBS11011,[]
BBS11012,[]
BBS11013,[]
BBS11014,[]
BBS11015,[]
BBS11016,[]
BBS11017,[]
BBS11018,[]
BBS11019,[]
BBS11020,[]
BBS11021,[]
BBS11022,[]
BBS11023,[]
BBS11024,[]
BBS11025,[]
BBS11026,[]
BBS11027,[]
BBS11028,[]
BBS11029,[]
BBS11030,[]
BBS11031,[]
BBS11032,[]
BBS11033,[]
BBS11034,[]
BBS11035,[]
BBS11036,[]
BBS11037,[]
BBS11038,[]
file_id,protein_data_json
BB12001,"[{""name"": ""CPS1_PENJA"", ""organism"": ""Penicillium janthinellum (Penicillium vitale).Eukaryota;"", ""definition"": ""Carboxypeptidase S1 (EC 3.4.16.6).""}, {""name"": ""CBPX_ORYSA"", ""organism"": ""Oryza sativa (Rice).Eukaryota;"", ""definition"": ""Serine carboxypeptidase-like precursor (EC 3.4.16.-).""}, {""name"": ""CPVL_HUMAN"", ""organism"": ""Homo sapiens (Human).Eukaryota;"", ""definition"": ""Probable serine carboxypeptidase CPVL precursor (EC 3.4.16.-""}, {""name"": ""YUA6_CAEEL"", ""organism"": ""Caenorhabditis elegans.Eukaryota;"", ""definition"": ""Putative serine carboxypeptidase F13S12.6 precursor (EC 3.4.""}, {""name"": ""CBP1_HORVU"", ""organism"": ""Hordeum vulgare (Barley).Eukaryota;"", ""definition"": ""Serine carboxypeptidase I precursor (EC 3.4.16.5) (Carboxype""}, {""name"": ""NF31_NAEFO"", ""organism"": ""Naegleria fowleri.Eukaryota;"", ""definition"": ""Virulence-related protein Nf314 (EC 3.4.16.-).""}, {""name"": ""YSS2_CAEEL"", ""organism"": ""Caenorhabditis elegans.Eukaryota;"", ""definition"": ""Putative serine carboxypeptidase K10B2.2 precursor (EC 3.4.1""}, {""name"": ""RISC_HUMAN"", ""organism"": ""Homo sapiens (Human).Eukaryota;"", ""definition"": ""Retinoid-inducible serine carboxypeptidase precursor (EC 3.4""}]"
BB12002,"[{""name"": ""RL1_HALVO"", ""organism"": ""Halobacterium volcanii (Haloferax volcanii).Archaea;"", ""definition"": ""50S ribosomal protein L1P.""}, {""name"": ""R10A_ENTHI"", ""organism"": ""Entamoeba histolytica.Eukaryota;"", ""definition"": ""60S ribosomal protein L10a (Fragment).""}, {""name"": ""R10A_TRYBR"", ""organism"": ""Trypanosoma brucei rhodesiense.Eukaryota;"", ""definition"": ""60S ribosomal protein L10a.""}, {""name"": ""RL1_BUCAP"", ""organism"": ""Buchnera aphidicola (subsp. Schizaphis graminum).Bacteria;"", ""definition"": ""50S ribosomal protein L1.""}]"
BB12003,"[{""name"": ""AEP_MESMA"", ""organism"": ""Mesobuthus martensii (Manchurian scorpion) (Buthus martensii"", ""definition"": ""Anti-epilepsy peptide precursor (BmK AEP).""}, {""name"": ""SCAT_MESMA"", ""organism"": ""Mesobuthus martensii (Manchurian scorpion) (Buthus martensii"", ""definition"": ""Neurotoxin BmK AS-1 precursor.""}, {""name"": ""SCX6_ANDAU"", ""organism"": ""Androctonus australis (Sahara scorpion).Eukaryota;"", ""definition"": ""Neurotoxin VI (AaH VI) (AaHVI) (AaH6).""}, {""name"": ""SCX6_CENLL"", ""organism"": ""Centruroides limpidus limpidus (Mexican scorpion).Eukaryota;"", ""definition"": ""Sodium-channel modifier toxin Cll6 precursor.""}, {""name"": ""BIRT_PARTR"", ""organism"": ""Parabuthus transvaalicus (South African fattail scorpion).Eu"", ""definition"": ""Birtoxin.""}]"
